ID,kaikei_date,nyuten_date,menu,category,tanka,suuryo,goukei,male,female,unknown
17856,2019/5/2 23:12,2019/5/2 21:43,food208,food,190,1,190,1,1,0
17857,2019/5/2 23:14,2019/5/2 20:23,food48,food,800,1,800,3,0,0
17857,2019/5/2 23:14,2019/5/2 20:23,food121,food,590,1,590,3,0,0
17859,2019/5/2 23:15,2019/5/2 21:49,food50,food,999,2,1998,2,0,0
17859,2019/5/2 23:15,2019/5/2 21:49,food1,food,390,1,390,2,0,0
17861,2019/5/2 23:17,2019/5/2 21:23,food10,food,600,1,600,3,0,0
17863,2019/5/2 23:19,2019/5/2 20:37,food186,food,390,1,390,1,2,0
17864,2019/5/2 23:27,2019/5/2 21:50,nomiho2,alcohol,450,1,450,1,1,0
17866,2019/5/2 23:34,2019/5/2 21:33,nomiho17,alcohol,500,1,500,0,3,0
17867,2019/5/2 23:47,2019/5/2 22:44,food17,food,750,1,750,1,1,0
17870,2019/5/2 23:50,2019/5/2 22:11,food83,food,690,1,690,3,0,0
17870,2019/5/2 23:50,2019/5/2 22:11,food6,food,390,1,390,3,0,0
17872,2019/5/2 23:52,2019/5/2 20:07,food28,food,400,1,400,3,0,0
17873,2019/5/2 23:54,2019/5/2 21:39,food218,food,399,1,399,1,1,0
17874,2019/5/2 23:54,2019/5/2 22:14,alcohol19,alcohol,400,1,400,0,2,0
17875,2019/5/2 23:55,2019/5/2 21:09,food196,food,350,1,350,4,1,0
17875,2019/5/2 23:55,2019/5/2 21:09,food186,food,390,1,390,4,1,0
17876,2019/5/2 23:56,2019/5/2 22:38,food50,food,999,1,999,0,2,0
17876,2019/5/2 23:56,2019/5/2 22:38,food216,food,399,1,399,0,2,0
17879,2019/5/2 23:57,2019/5/2 23:05,alcohol6,alcohol,350,1,350,2,0,0
17883,2019/5/3 15:55,2019/5/3 15:28,nomiho16,alcohol,400,1,400,1,1,0
17884,2019/5/3 16:16,2019/5/3 14:58,alcohol35,alcohol,200,3,600,1,1,0
17888,2019/5/3 17:03,2019/5/3 16:17,food64,food,190,2,380,1,1,0
17888,2019/5/3 17:03,2019/5/3 16:17,alcohol29,alcohol,500,1,500,1,1,0
17891,2019/5/3 17:40,2019/5/3 15:07,food5,food,750,1,750,2,0,0
17891,2019/5/3 17:40,2019/5/3 15:07,food66,food,780,1,780,2,0,0
17892,2019/5/3 17:45,2019/5/3 16:41,food190,food,450,1,450,1,0,0
17896,2019/5/3 18:11,2019/5/2 17:24,alcohol34,alcohol,250,3,750,1,1,0
17900,2019/5/3 18:45,2019/5/3 17:39,food5,food,750,2,1500,2,0,0
17901,2019/5/3 18:45,2019/5/3 17:34,food121,food,590,1,590,1,1,0
17901,2019/5/3 18:45,2019/5/3 17:34,food208,food,190,1,190,1,1,0
17904,2019/5/3 19:02,2019/5/3 17:46,food218,food,399,1,399,0,3,0
17907,2019/5/3 19:34,2019/5/3 17:55,food215,food,550,1,550,1,0,0
17910,2019/5/3 19:38,2019/5/3 18:46,alcohol1,alcohol,500,1,500,1,1,0
17910,2019/5/3 19:38,2019/5/3 18:46,nomiho17,alcohol,500,1,500,1,1,0
17911,2019/5/3 19:38,2019/5/3 17:03,food18,food,690,1,690,0,2,0
17914,2019/5/3 19:42,2019/5/3 18:24,food224,food,190,1,190,3,0,0
17914,2019/5/3 19:42,2019/5/3 18:24,food21,food,199,1,199,3,0,0
17914,2019/5/3 19:42,2019/5/3 18:24,nomiho1,soft_drink,300,1,300,3,0,0
17915,2019/5/3 19:43,2019/5/3 18:19,food170,food,400,1,400,2,2,0
17919,2019/5/3 19:56,2019/5/3 17:59,alcohol1,alcohol,500,1,500,1,1,0
17919,2019/5/3 19:56,2019/5/3 17:59,food87,food,700,1,700,1,1,0
17919,2019/5/3 19:56,2019/5/3 17:59,food217,food,500,1,500,1,1,0
17919,2019/5/3 19:56,2019/5/3 17:59,alcohol7,alcohol,400,1,400,1,1,0
17921,2019/5/3 20:07,2019/5/3 19:05,food5,food,750,1,750,0,3,0
17921,2019/5/3 20:07,2019/5/3 19:05,food42,food,500,1,500,0,3,0
17923,2019/5/3 20:12,2019/5/3 17:36,food85,food,600,1,600,2,0,0
17925,2019/5/3 20:14,2019/5/3 19:08,food55,food,590,1,590,1,1,0
17926,2019/5/3 20:15,2019/5/3 18:27,food43,food,170,1,170,2,0,0
17930,2019/5/3 20:26,2019/5/3 17:53,food6,food,390,1,390,0,2,0
17931,2019/5/3 20:33,2019/5/3 19:42,nomiho6,alcohol,400,1,400,2,1,0
17931,2019/5/3 20:33,2019/5/3 19:42,food21,food,199,3,597,2,1,0
17932,2019/5/3 20:34,2019/5/3 19:08,food62,food,580,1,580,1,1,0
17935,2019/5/3 20:41,2019/5/3 18:53,food63,food,490,1,490,2,0,0
17937,2019/5/3 20:44,2019/5/3 19:16,food109,food,590,1,590,1,1,0
17939,2019/5/3 20:50,2019/5/3 18:44,food89,food,380,1,380,2,1,0
17939,2019/5/3 20:50,2019/5/3 18:44,food76,food,580,1,580,2,1,0
17941,2019/5/3 20:53,2019/5/3 19:58,food110,food,170,1,170,1,1,0
17948,2019/5/3 21:09,2019/5/3 19:24,food21,food,199,2,398,1,1,0
17951,2019/5/3 21:17,2019/5/3 18:56,food30,food,490,1,490,2,0,0
17958,2019/5/3 21:35,2019/5/3 20:34,food150,food,490,1,490,0,3,0
17960,2019/5/3 21:44,2019/5/3 20:50,alcohol6,alcohol,350,1,350,2,2,0
17960,2019/5/3 21:44,2019/5/3 20:50,food197,food,499,1,499,2,2,0
17961,2019/5/3 21:45,2019/5/3 20:12,food224,food,190,2,380,4,0,0
17961,2019/5/3 21:45,2019/5/3 20:12,nomiho16,alcohol,400,1,400,4,0,0
17963,2019/5/3 21:47,2019/5/3 18:40,food6,food,390,1,390,0,2,0
17964,2019/5/3 21:48,2019/5/3 21:04,food166,food,280,1,280,0,2,0
17966,2019/5/3 21:52,2019/5/3 19:59,food128,food,490,1,490,4,0,0
17968,2019/5/3 21:55,2019/5/3 20:56,alcohol6,alcohol,350,2,700,2,0,0
17968,2019/5/3 21:55,2019/5/3 20:56,food83,food,690,1,690,2,0,0
17970,2019/5/3 21:58,2019/5/3 20:16,food83,food,690,1,690,0,0,4
17970,2019/5/3 21:58,2019/5/3 20:16,nomiho16,alcohol,400,1,400,0,0,4
17971,2019/5/3 21:59,2019/5/3 19:34,food110,food,170,1,170,0,4,0
17971,2019/5/3 21:59,2019/5/3 19:34,food216,food,399,1,399,0,4,0
17971,2019/5/3 21:59,2019/5/3 19:34,nomiho16,alcohol,400,1,400,0,4,0
17973,2019/5/3 22:03,2019/5/3 21:13,alcohol1,alcohol,500,1,500,1,0,0
17974,2019/5/3 22:07,2019/5/3 20:18,food5,food,750,1,750,1,1,0
17974,2019/5/3 22:07,2019/5/3 20:18,food113,food,980,1,980,1,1,0
17975,2019/5/3 22:08,2019/5/3 19:58,food196,food,350,1,350,1,1,0
17976,2019/5/3 22:12,2019/5/3 20:46,food98,food,590,1,590,2,0,0
17976,2019/5/3 22:12,2019/5/3 20:46,food42,food,500,1,500,2,0,0
17976,2019/5/3 22:12,2019/5/3 20:46,food134,food,599,1,599,2,0,0
17981,2019/5/3 22:22,2019/5/3 21:16,food76,food,580,1,580,1,0,0
17982,2019/5/3 22:23,2019/5/3 21:22,food4,food,490,1,490,1,1,0
17982,2019/5/3 22:23,2019/5/3 21:22,alcohol19,alcohol,400,3,1200,1,1,0
17982,2019/5/3 22:23,2019/5/3 21:22,food212,food,180,1,180,1,1,0
17984,2019/5/3 22:28,2019/5/3 20:12,food10,food,600,1,600,1,1,0
17988,2019/5/3 22:46,2019/5/3 21:56,nomiho34,alcohol,500,1,500,3,0,0
17992,2019/5/3 23:08,2019/5/3 21:18,nomiho15,alcohol,500,1,500,1,1,0
17996,2019/5/3 23:14,2019/5/3 21:57,food56,food,170,1,170,1,1,0
17999,2019/5/3 23:39,2019/5/3 23:02,alcohol1,alcohol,500,1,500,1,1,0
18008,2019/5/3 23:52,2019/5/3 21:54,food85,food,600,1,600,1,1,0
18017,2019/5/3 23:58,2019/5/3 21:13,food9,food,520,1,520,1,1,0
18022,2019/5/4 0:04,2019/5/3 22:36,alcohol1,alcohol,500,2,1000,2,0,0
18022,2019/5/4 0:04,2019/5/3 22:36,alcohol15,alcohol,450,2,900,2,0,0
18023,2019/5/4 0:09,2019/5/3 22:29,food30,food,490,1,490,2,1,0
18025,2019/5/4 0:11,2019/5/3 22:14,food88,food,550,1,550,0,2,0
18027,2019/5/4 15:54,2019/5/4 14:54,food149,food,140,1,140,1,1,0
18031,2019/5/4 17:36,2019/5/4 16:29,food48,food,800,1,800,2,5,0
18031,2019/5/4 17:36,2019/5/4 16:29,alcohol35,alcohol,200,2,400,2,5,0
18033,2019/5/4 17:47,2019/5/4 16:47,food224,food,190,1,190,1,1,0
18037,2019/5/4 17:58,2019/5/4 17:13,food35,food,390,1,390,3,1,0
18038,2019/5/4 18:01,2019/5/4 16:41,nomiho16,alcohol,400,1,400,0,2,0
18040,2019/5/4 18:26,2019/5/4 16:10,food186,food,390,1,390,3,0,0
18041,2019/5/4 18:26,2019/5/4 16:05,food93,food,170,2,340,0,2,0
18045,2019/5/4 18:31,2019/5/4 16:56,food35,food,390,1,390,2,0,0
18046,2019/5/4 18:39,2019/5/4 16:18,food113,food,980,1,980,1,1,0
18048,2019/5/4 18:47,2019/5/4 18:02,food25,food,490,1,490,1,1,0
18048,2019/5/4 18:47,2019/5/4 18:02,food221,food,580,1,580,1,1,0
18052,2019/5/4 19:03,2019/5/4 17:35,food48,food,800,1,800,2,0,0
18052,2019/5/4 19:03,2019/5/4 17:35,nomiho16,alcohol,400,1,400,2,0,0
18052,2019/5/4 19:03,2019/5/4 17:35,nomiho32,alcohol,500,1,500,2,0,0
18053,2019/5/4 19:05,2019/5/4 18:04,food221,food,580,1,580,3,0,0
18054,2019/5/4 19:06,2019/5/4 18:05,food40,food,490,1,490,1,1,0
18054,2019/5/4 19:06,2019/5/4 18:05,food170,food,400,1,400,1,1,0
18056,2019/5/4 19:15,2019/5/4 18:13,food36,food,999,1,999,0,2,0
18057,2019/5/4 19:16,2019/5/4 16:57,food150,food,490,1,490,2,0,0
18057,2019/5/4 19:16,2019/5/4 16:57,alcohol1,alcohol,500,4,2000,2,0,0
18058,2019/5/4 19:16,2019/5/4 17:15,food84,food,900,1,900,2,0,0
18058,2019/5/4 19:16,2019/5/4 17:15,food50,food,999,1,999,2,0,0
18059,2019/5/4 19:18,2019/5/4 18:31,alcohol19,alcohol,400,1,400,2,0,0
18059,2019/5/4 19:18,2019/5/4 18:31,food216,food,399,1,399,2,0,0
18061,2019/5/4 19:23,2019/5/4 18:36,food136,food,390,1,390,2,0,0
18062,2019/5/4 19:27,2019/5/4 17:55,food17,food,750,1,750,1,1,0
18062,2019/5/4 19:27,2019/5/4 17:55,food77,food,490,1,490,1,1,0
18062,2019/5/4 19:27,2019/5/4 17:55,food76,food,580,1,580,1,1,0
18064,2019/5/4 19:41,2019/5/4 18:22,alcohol30,alcohol,500,1,500,1,1,0
18067,2019/5/4 19:53,2019/5/4 18:04,food1,food,390,1,390,1,1,0
18067,2019/5/4 19:53,2019/5/4 18:04,food42,food,500,1,500,1,1,0
18068,2019/5/4 19:54,2019/5/4 17:37,food31,food,300,1,300,2,2,0
18071,2019/5/4 19:57,2019/5/4 18:32,food26,food,780,1,780,1,1,0
18071,2019/5/4 19:57,2019/5/4 18:32,alcohol23,alcohol,450,1,450,1,1,0
18072,2019/5/4 20:06,2019/5/4 17:20,food40,food,490,1,490,1,1,0
18073,2019/5/4 20:14,2019/5/4 19:46,alcohol1,alcohol,500,1,500,1,0,0
18080,2019/5/4 20:28,2019/5/4 18:40,food218,food,399,1,399,2,0,0
18081,2019/5/4 20:32,2019/5/4 18:25,food6,food,390,1,390,1,1,0
18082,2019/5/4 20:34,2019/5/4 17:20,food36,food,999,1,999,1,0,0
18092,2019/5/4 20:48,2019/5/4 19:31,alcohol20,alcohol,600,1,600,2,0,0
18095,2019/5/4 20:54,2019/5/4 18:35,food83,food,690,1,690,4,0,0
18097,2019/5/4 21:03,2019/5/4 20:00,nomiho15,alcohol,500,2,1000,1,1,0
18100,2019/5/4 21:09,2019/5/4 19:01,nomiho19,alcohol,500,1,500,3,3,0
18100,2019/5/4 21:09,2019/5/4 19:01,food62,food,580,1,580,3,3,0
18101,2019/5/4 21:13,2019/5/4 19:20,food221,food,580,1,580,1,1,0
18105,2019/5/4 21:42,2019/5/4 19:56,food167,food,780,1,780,0,2,0
18106,2019/5/4 21:47,2019/5/4 20:44,food77,food,490,1,490,1,0,0
18107,2019/5/4 21:49,2019/5/4 17:41,food55,food,590,1,590,1,2,0
18107,2019/5/4 21:49,2019/5/4 17:41,nomiho30,alcohol,500,1,500,1,2,0
18107,2019/5/4 21:49,2019/5/4 17:41,nomiho20,alcohol,350,1,350,1,2,0
18107,2019/5/4 21:49,2019/5/4 17:41,alcohol16,alcohol,350,1,350,1,2,0
18109,2019/5/4 21:52,2019/5/4 20:30,food26,food,780,1,780,1,1,0
18111,2019/5/4 21:53,2019/5/4 19:44,food228,food,580,1,580,0,2,0
18114,2019/5/4 21:58,2019/5/4 19:06,food56,food,170,2,340,0,2,0
18114,2019/5/4 21:58,2019/5/4 19:06,food150,food,490,1,490,0,2,0
18114,2019/5/4 21:58,2019/5/4 19:06,food35,food,390,1,390,0,2,0
18114,2019/5/4 21:58,2019/5/4 19:06,food21,food,199,1,199,0,2,0
18115,2019/5/4 21:58,2019/5/4 20:00,food98,food,590,1,590,1,1,0
18118,2019/5/4 22:03,2019/5/4 18:48,food169,food,390,1,390,0,3,0
18118,2019/5/4 22:03,2019/5/4 18:48,alcohol25,alcohol,450,1,450,0,3,0
18119,2019/5/4 22:08,2019/5/4 21:04,food218,food,399,1,399,1,1,0
18121,2019/5/4 22:17,2019/5/4 20:13,food77,food,490,1,490,1,1,0
18122,2019/5/4 22:18,2019/5/4 20:27,food25,food,490,1,490,2,1,0
18128,2019/5/4 22:24,2019/5/4 21:16,food167,food,780,1,780,1,1,0
18128,2019/5/4 22:24,2019/5/4 21:16,food224,food,190,1,190,1,1,0
18129,2019/5/4 22:25,2019/5/4 21:18,food53,food,500,1,500,1,1,0
18129,2019/5/4 22:25,2019/5/4 21:18,food190,food,450,1,450,1,1,0
18133,2019/5/4 22:28,2019/5/4 19:25,food5,food,750,1,750,3,0,0
18133,2019/5/4 22:28,2019/5/4 19:25,food101,food,600,1,600,3,0,0
18136,2019/5/4 22:31,2019/5/4 20:11,food99,food,200,1,200,1,1,0
18136,2019/5/4 22:31,2019/5/4 20:11,food110,food,170,1,170,1,1,0
18138,2019/5/4 22:33,2019/5/4 20:49,food218,food,399,1,399,2,0,0
18140,2019/5/4 22:42,2019/5/4 20:15,food27,food,270,1,270,0,2,0
18147,2019/5/4 22:58,2019/5/4 20:06,food121,food,590,1,590,4,0,0
18147,2019/5/4 22:58,2019/5/4 20:06,food221,food,580,1,580,4,0,0
18148,2019/5/4 22:59,2019/5/4 21:06,food126,food,490,1,490,0,2,0
18154,2019/5/4 23:11,2019/5/4 22:01,nomiho2,alcohol,450,1,450,0,2,0
18157,2019/5/4 23:27,2019/5/4 21:27,food230,food,400,1,400,0,2,0
18159,2019/5/4 23:30,2019/5/4 19:13,food141,food,690,1,690,2,0,0
18161,2019/5/4 23:32,2019/5/4 20:35,food6,food,390,1,390,0,2,0
18161,2019/5/4 23:32,2019/5/4 20:35,food109,food,590,1,590,0,2,0
18162,2019/5/4 23:39,2019/5/4 20:52,food77,food,490,1,490,2,1,0
18162,2019/5/4 23:39,2019/5/4 20:52,food88,food,550,1,550,2,1,0
18164,2019/5/4 23:42,2019/5/4 22:34,alcohol1,alcohol,500,1,500,2,0,0
18164,2019/5/4 23:42,2019/5/4 22:34,food109,food,590,1,590,2,0,0
18166,2019/5/4 23:50,2019/5/4 20:06,nomiho2,alcohol,450,1,450,4,0,0
18169,2019/5/4 23:58,2019/5/4 22:23,soft_drink2,soft_drink,300,2,600,2,0,0
18169,2019/5/4 23:58,2019/5/4 22:23,food88,food,550,1,550,2,0,0
18169,2019/5/4 23:58,2019/5/4 22:23,food47,food,220,2,440,2,0,0
18174,2019/5/5 17:25,2019/5/5 16:37,alcohol34,alcohol,250,4,1000,2,0,0
18175,2019/5/5 17:40,2019/5/5 16:00,food38,food,590,1,590,5,0,0
18179,2019/5/5 17:55,2019/5/5 16:22,alcohol34,alcohol,250,6,1500,0,2,0
18180,2019/5/5 17:56,2019/5/5 16:00,alcohol29,alcohol,500,1,500,1,1,0
18181,2019/5/5 17:57,2019/5/5 17:34,alcohol1,alcohol,500,3,1500,4,0,0
18183,2019/5/5 18:28,2019/5/5 16:54,nomiho28,alcohol,350,3,1050,0,2,0
18183,2019/5/5 18:28,2019/5/5 16:54,alcohol18,alcohol,700,2,1400,0,2,0
18183,2019/5/5 18:28,2019/5/5 16:54,food224,food,190,2,380,0,2,0
18184,2019/5/5 18:37,2019/5/5 16:00,alcohol35,alcohol,200,3,600,1,1,0
18186,2019/5/5 18:55,2019/5/5 17:45,food109,food,590,1,590,3,1,0
18190,2019/5/5 19:14,2019/5/5 17:32,alcohol41,alcohol,100,2,200,1,1,0
18190,2019/5/5 19:14,2019/5/5 17:32,nomiho2,alcohol,450,2,900,1,1,0
18190,2019/5/5 19:14,2019/5/5 17:32,soft_drink1,soft_drink,300,1,300,1,1,0
18191,2019/5/5 19:15,2019/5/5 18:22,nomiho16,alcohol,400,1,400,1,1,0
18192,2019/5/5 19:16,2019/5/5 17:51,food77,food,490,1,490,1,1,0
18192,2019/5/5 19:16,2019/5/5 17:51,alcohol6,alcohol,350,2,700,1,1,0
18192,2019/5/5 19:16,2019/5/5 17:51,food182,food,350,1,350,1,1,0
18194,2019/5/5 19:29,2019/5/5 18:29,soft_drink1,soft_drink,300,1,300,2,0,0
18194,2019/5/5 19:29,2019/5/5 18:29,nomiho1,soft_drink,300,1,300,2,0,0
18195,2019/5/5 19:34,2019/5/5 17:21,food53,food,500,2,1000,2,0,0
18196,2019/5/5 19:34,2019/5/5 19:03,soft_drink10,soft_drink,450,1,450,1,0,0
18198,2019/5/5 19:39,2019/5/5 17:53,food12,food,690,1,690,2,0,0
18198,2019/5/5 19:39,2019/5/5 17:53,food140,food,800,1,800,2,0,0
18199,2019/5/5 19:50,2019/5/5 18:13,food35,food,390,1,390,3,0,0
18204,2019/5/5 20:01,2019/5/5 18:09,food28,food,400,1,400,2,0,0
18205,2019/5/5 20:03,2019/5/5 18:59,food218,food,399,1,399,1,1,0
18206,2019/5/5 20:04,2019/5/5 18:17,food43,food,170,2,340,1,1,0
18206,2019/5/5 20:04,2019/5/5 18:17,food53,food,500,1,500,1,1,0
18206,2019/5/5 20:04,2019/5/5 18:17,food182,food,350,1,350,1,1,0
18208,2019/5/5 20:09,2019/5/5 18:35,food109,food,590,1,590,1,3,0
18208,2019/5/5 20:09,2019/5/5 18:35,food47,food,220,2,440,1,3,0
18208,2019/5/5 20:09,2019/5/5 18:35,food99,food,200,2,400,1,3,0
18209,2019/5/5 20:12,2019/5/5 19:23,soft_drink4,soft_drink,300,1,300,1,1,0
18216,2019/5/5 20:35,2019/5/5 19:18,food215,food,550,1,550,0,2,0
18221,2019/5/5 20:39,2019/5/5 19:31,food132,food,390,1,390,1,1,0
18221,2019/5/5 20:39,2019/5/5 19:31,food113,food,980,1,980,1,1,0
18228,2019/5/5 20:52,2019/5/5 20:00,nomiho36,soft_drink,300,1,300,1,1,0
18235,2019/5/5 21:01,2019/5/5 17:00,food19,food,750,1,750,3,2,0
18235,2019/5/5 21:01,2019/5/5 17:00,food1,food,390,1,390,3,2,0
18235,2019/5/5 21:01,2019/5/5 17:00,nomiho16,alcohol,400,3,1200,3,2,0
18235,2019/5/5 21:01,2019/5/5 17:00,nomiho15,alcohol,500,1,500,3,2,0
18239,2019/5/5 21:23,2019/5/5 18:53,food199,food,580,1,580,2,0,0
18242,2019/5/5 21:34,2019/5/5 19:14,food167,food,780,1,780,1,2,0
18246,2019/5/5 21:42,2019/5/5 20:30,soft_drink9,soft_drink,400,1,400,0,2,0
18250,2019/5/5 21:47,2019/5/5 19:19,food40,food,490,1,490,1,1,0
18251,2019/5/5 21:48,2019/5/5 18:53,food197,food,499,1,499,2,2,0
18255,2019/5/5 22:05,2019/5/5 19:59,food218,food,399,1,399,3,0,0
18255,2019/5/5 22:05,2019/5/5 19:59,food50,food,999,1,999,3,0,0
18256,2019/5/5 22:07,2019/5/5 21:04,food218,food,399,1,399,2,0,0
18267,2019/5/5 22:26,2019/5/5 20:04,food94,food,220,1,220,2,0,0
18274,2019/5/5 22:41,2019/5/5 21:01,food177,food,700,1,700,3,0,0
18274,2019/5/5 22:41,2019/5/5 21:01,food83,food,690,1,690,3,0,0
18282,2019/5/5 23:12,2019/5/5 19:53,food55,food,590,1,590,0,2,0
18283,2019/5/5 23:16,2019/5/5 21:02,food77,food,490,1,490,2,1,0
18284,2019/5/5 23:17,2019/5/5 22:19,food92,food,490,1,490,3,0,0
18285,2019/5/5 23:21,2019/5/5 21:32,alcohol25,alcohol,450,2,900,0,2,0
18291,2019/5/5 23:32,2019/5/5 21:59,food166,food,280,1,280,1,1,0
18294,2019/5/5 23:39,2019/5/5 23:04,alcohol1,alcohol,500,1,500,2,0,0
18295,2019/5/5 23:43,2019/5/5 22:42,alcohol21,alcohol,350,1,350,2,0,0
18297,2019/5/5 23:51,2019/5/5 21:06,soft_drink1,soft_drink,300,2,600,0,1,0
18299,2019/5/5 23:55,2019/5/5 21:11,food1,food,390,1,390,5,5,0
18305,2019/5/6 16:56,2019/5/6 15:16,food43,food,170,1,170,1,1,0
18305,2019/5/6 16:56,2019/5/6 15:16,food93,food,170,1,170,1,1,0
18310,2019/5/6 18:14,2019/5/6 17:16,food167,food,780,1,780,2,1,0
18314,2019/5/6 19:19,2019/5/6 18:07,food85,food,600,1,600,2,3,0
18315,2019/5/6 19:20,2019/5/6 18:15,alcohol1,alcohol,500,1,500,1,1,0
18319,2019/5/6 19:31,2019/5/6 17:21,food134,food,599,1,599,1,2,0
18319,2019/5/6 19:31,2019/5/6 17:21,soft_drink10,soft_drink,450,1,450,1,2,0
18319,2019/5/6 19:31,2019/5/6 17:21,alcohol19,alcohol,400,1,400,1,2,0
18320,2019/5/6 19:41,2019/5/6 18:10,food228,food,580,1,580,2,1,0
18322,2019/5/6 19:45,2019/5/6 16:50,food6,food,390,1,390,0,2,0
18325,2019/5/6 19:57,2019/5/6 18:44,food218,food,399,1,399,1,1,0
18326,2019/5/6 20:15,2019/5/6 19:36,nomiho1,soft_drink,300,1,300,4,2,0
18326,2019/5/6 20:15,2019/5/6 19:36,food62,food,580,1,580,4,2,0
18329,2019/5/6 20:36,2019/5/6 18:23,food89,food,380,1,380,2,2,0
18329,2019/5/6 20:36,2019/5/6 18:23,food42,food,500,1,500,2,2,0
18329,2019/5/6 20:36,2019/5/6 18:23,alcohol10,alcohol,800,1,800,2,2,0
18330,2019/5/6 20:38,2019/5/6 19:21,alcohol11,alcohol,500,1,500,0,3,0
18330,2019/5/6 20:38,2019/5/6 19:21,food131,food,880,1,880,0,3,0
18330,2019/5/6 20:38,2019/5/6 19:21,soft_drink1,soft_drink,300,2,600,0,3,0
18331,2019/5/6 20:45,2019/5/6 19:37,alcohol1,alcohol,500,2,1000,0,2,0
18333,2019/5/6 20:55,2019/5/6 19:38,food73,food,650,1,650,2,1,0
18333,2019/5/6 20:55,2019/5/6 19:38,food9,food,520,1,520,2,1,0
18338,2019/5/6 21:13,2019/5/6 19:42,food224,food,190,1,190,2,1,0
18338,2019/5/6 21:13,2019/5/6 19:42,food169,food,390,1,390,2,1,0
18338,2019/5/6 21:13,2019/5/6 19:42,food25,food,490,1,490,2,1,0
18339,2019/5/6 21:18,2019/5/6 20:07,alcohol1,alcohol,500,2,1000,1,1,0
18339,2019/5/6 21:18,2019/5/6 20:07,food93,food,170,1,170,1,1,0
18342,2019/5/6 21:39,2019/5/6 18:42,food26,food,780,1,780,1,3,0
18342,2019/5/6 21:39,2019/5/6 18:42,food42,food,500,1,500,1,3,0
18342,2019/5/6 21:39,2019/5/6 18:42,food56,food,170,2,340,1,3,0
18342,2019/5/6 21:39,2019/5/6 18:42,food39,food,600,1,600,1,3,0
18345,2019/5/6 22:04,2019/5/6 20:17,food113,food,980,1,980,1,1,0
18345,2019/5/6 22:04,2019/5/6 20:17,food42,food,500,1,500,1,1,0
18345,2019/5/6 22:04,2019/5/6 20:17,food173,food,499,2,998,1,1,0
18346,2019/5/6 22:09,2019/5/6 20:23,food38,food,590,1,590,1,1,0
18347,2019/5/6 22:09,2019/5/6 19:41,food194,food,530,1,530,4,1,1
18348,2019/5/6 22:15,2019/5/6 19:10,food48,food,800,1,800,0,5,0
18349,2019/5/6 22:26,2019/5/6 21:09,food128,food,490,1,490,1,1,0
18350,2019/5/6 22:33,2019/5/6 19:54,food17,food,750,1,750,2,0,0
18350,2019/5/6 22:33,2019/5/6 19:54,food221,food,580,1,580,2,0,0
18351,2019/5/6 22:34,2019/5/6 21:54,soft_drink1,soft_drink,300,1,300,1,1,0
18353,2019/5/6 22:55,2019/5/6 21:56,food87,food,700,1,700,2,0,0
18353,2019/5/6 22:55,2019/5/6 21:56,alcohol1,alcohol,500,3,1500,2,0,0
18353,2019/5/6 22:55,2019/5/6 21:56,nomiho16,alcohol,400,4,1600,2,0,0
18354,2019/5/6 23:00,2019/5/6 20:20,alcohol1,alcohol,500,3,1500,0,3,0
18354,2019/5/6 23:00,2019/5/6 20:20,alcohol25,alcohol,450,1,450,0,3,0
18355,2019/5/6 23:00,2019/5/6 21:46,food35,food,390,1,390,1,1,0
18355,2019/5/6 23:00,2019/5/6 21:46,nomiho28,alcohol,350,2,700,1,1,0
18361,2019/5/7 0:03,2019/5/6 19:36,food24,food,1400,1,1400,2,0,0
18362,2019/5/7 0:04,2019/5/6 21:11,food200,food,1460,1,1460,2,3,0
18375,2019/5/8 18:30,2019/5/8 17:48,food4,food,490,1,490,1,0,0
18376,2019/5/8 18:42,2019/5/8 17:04,food109,food,590,1,590,4,0,0
18379,2019/5/8 19:51,2019/5/8 17:37,food173,food,499,1,499,0,2,0
18382,2019/5/8 20:03,2019/5/8 18:05,food155,food,190,1,190,1,2,0
18382,2019/5/8 20:03,2019/5/8 18:05,food6,food,390,1,390,1,2,0
18384,2019/5/8 20:10,2019/5/8 19:34,food228,food,580,1,580,1,1,0
18385,2019/5/8 20:12,2019/5/8 18:53,food110,food,170,1,170,0,3,0
18387,2019/5/8 20:47,2019/5/8 18:37,food5,food,750,1,750,3,2,0
18389,2019/5/8 21:11,2019/5/8 18:57,food197,food,499,1,499,2,0,0
18392,2019/5/8 21:34,2019/5/8 20:08,food6,food,390,1,390,2,0,0
18393,2019/5/8 21:36,2019/5/8 19:56,food217,food,500,1,500,5,0,0
18393,2019/5/8 21:36,2019/5/8 19:56,food31,food,300,1,300,5,0,0
18393,2019/5/8 21:36,2019/5/8 19:56,nomiho8,alcohol,350,2,700,5,0,0
18395,2019/5/8 21:45,2019/5/8 18:08,food24,food,1400,1,1400,3,3,0
18395,2019/5/8 21:45,2019/5/8 18:08,food10,food,600,1,600,3,3,0
18395,2019/5/8 21:45,2019/5/8 18:08,food17,food,750,1,750,3,3,0
18397,2019/5/8 21:57,2019/5/8 20:57,nomiho2,alcohol,450,2,900,2,0,0
18399,2019/5/8 22:16,2019/5/8 19:45,food68,food,1700,1,1700,2,1,0
18404,2019/5/8 22:32,2019/5/8 20:14,food175,food,490,1,490,2,0,1
18407,2019/5/8 22:49,2019/5/8 20:35,food50,food,999,1,999,2,0,0
